Time, Level, Component, Thread, Message, Filename, Class, Method, Line, Account or Login, Stack Trace, Activity, Transferred File, Client Hostname, Edge Hostname, Server Hostname, Node Name, Session ID, Session Start Time, Transfer ID
"08/13/2026 23:52:04.228","INFO","TM","requestExecutor880678","Applying the search pattern '*' for transfer site 'UC3_ODV_MERLIJN_SABRE_I_ODV_MERLIJN_SABRE_I_SCP_ODV_MERLIJN_SABRE_I_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","604","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","74306c3367772b663032324451366f6f63554d786a6c3863704f653562705964684c385a704375527233343d","08/13/2026 23:51:02.280","UNKNOWN"
"08/13/2026 23:52:03.741","INFO","TM","requestExecutor890017","Remote files pattern of transfer site: 'UC3_ODV_MERLIJN_SABRE_I_ODV_MERLIJN_SABRE_I_SCP_ODV_MERLIJN_SABRE_I_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","437","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","74306c3367772b663032324451366f6f63554d786a6c3863704f653562705964684c385a704375527233343d","08/13/2026 23:51:13.275","UNKNOWN"
"08/13/2026 23:50:14.490","INFO","TM","requestExecutor838616","Applying the search pattern '*' for transfer site 'UC3_ODV_MERLIJN_SABRE_D_ODV_MERLIJN_SABRE_D_SCP_ODV_MERLIJN_SABRE_D_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","424","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","322f565a64637852596b6b324e44624353445854305759424f5754676975614b4d30594d516a69747151513d","08/13/2026 23:49:20.147","UNKNOWN"
"08/13/2026 23:50:14.088","INFO","TM","requestExecutor865054","Remote files pattern of transfer site: 'UC3_ODV_MERLIJN_SABRE_D_ODV_MERLIJN_SABRE_D_SCP_ODV_MERLIJN_SABRE_D_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","604","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","322f565a64637852596b6b324e44624353445854305759424f5754676975614b4d30594d516a69747151513d","08/13/2026 23:49:45.610","UNKNOWN"
"08/13/2026 23:50:09.269","INFO","TM","requestExecutor865399","Applying the search pattern '*' for transfer site 'UC3_FIN_FACTS_MASSIVE_FIN_FACTS_MASSIVE_SCP_FIN_FACTS_MASSIVE_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","627","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","54614661306f335433576436713278764235422b6332417548386b6d4d53346c70794c54697539684d48503d","08/13/2026 23:49:59.024","UNKNOWN"
"08/13/2026 23:50:08.943","INFO","TM","requestExecutor882634","Remote files pattern of transfer site: 'UC3_FIN_FACTS_MASSIVE_FIN_FACTS_MASSIVE_SCP_FIN_FACTS_MASSIVE_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","481","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","54614661306f335433576436713278764235422b6332417548386b6d4d53346c70794c54697539684d48503d","08/13/2026 23:49:22.715","UNKNOWN"
"08/13/2026 23:50:05.595","INFO","TM","requestExecutor801470","Applying the search pattern '*' for transfer site 'UC3_CDV_STREAM_DUFF_I_CDV_STREAM_DUFF_I_SCP_CDV_STREAM_DUFF_I_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","374","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","417a4a6b6e615167787743737676334f5375776a4a65693568534138714373735a566c46354e32396b53303d","08/13/2026 23:49:15.633","UNKNOWN"
"08/13/2026 23:50:05.104","INFO","TM","requestExecutor811711","Remote files pattern of transfer site: 'UC3_CDV_STREAM_DUFF_I_CDV_STREAM_DUFF_I_SCP_CDV_STREAM_DUFF_I_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","452","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","417a4a6b6e615167787743737676334f5375776a4a65693568534138714373735a566c46354e32396b53303d","08/13/2026 23:49:34.030","UNKNOWN"
"08/13/2026 23:50:01.639","INFO","TM","requestExecutor820111","Applying the search pattern '*' for transfer site 'UC3_AB_NAS_GLOBEX_AB_NAS_GLOBEX_SCP_AB_NAS_GLOBEX_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","343","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","6f344c52346e6f6e754e747a7338552f415962345274356a304873624d6b76516b4a4a347a5163553567633d","08/13/2026 23:49:13.307","UNKNOWN"
"08/13/2026 23:50:00.997","INFO","TM","requestExecutor884546","Remote files pattern of transfer site: 'UC3_AB_NAS_GLOBEX_AB_NAS_GLOBEX_SCP_AB_NAS_GLOBEX_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","672","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","6f344c52346e6f6e754e747a7338552f415962345274356a304873624d6b76516b4a4a347a5163553567633d","08/13/2026 23:49:09.128","UNKNOWN"
